YM,JOIN_SN,JOIN_SN_TYP,BIZ_SN,SCTR_CD,SCR_TCH_SN,LN_AMT
201903,12986,3,74655,01,11603,900000
201908,47029,3,60029,01,952,1000000
201901,1150988,3,130731,01,28619,3000000
202001,608927,3,72973,01,33448,700000
201810,1441434,3,112026,01,32057,400000
201902,1005876,3,162657,01,21896,90000
201807,1384429,3,115404,01,23892,300000
201908,1938823,3,86662,01,10824,3000000
201808,1141991,3,11644,01,13162,90000
201901,1732140,3,123453,01,13020,600000
201909,1690394,3,77537,01,21405,1000000
201809,1732140,3,123453,01,30195,400000
201904,493504,3,67000,01,3692,300000
201912,1879475,3,83320,01,23500,600000
202002,0,1,195138,01,4864,100000
201904,1438325,3,147770,01,11799,100000
201906,668951,3,146022,01,33074,10000
202005,1781911,3,179060,01,5723,3000000
202001,1709752,3,139626,01,11441,400000
201806,0,1,47992,01,27711,90000
201908,0,1,101852,01,8955,100000
202004,0,1,159100,01,9934,100000
202002,627538,3,71652,01,6538,30000
202006,0,1,8951,01,20821,100000
201809,353791,3,35435,01,14985,200000
201812,289810,3,82649,01,27691,600000
201911,1579790,3,23981,01,25332,500000
201903,500108,3,83502,01,8965,200000
202004,1165662,3,14662,01,27395,1000000
201910,0,1,93980,01,22591,100000
202006,1475974,3,129270,01,7737,800000
202002,0,1,3211,01,31075,50000
201810,1275870,3,76318,01,22168,400000
202004,0,1,102272,01,29637,10000
201810,16350,3,143363,01,12908,600000
201907,0,1,31030,01,21498,100000
201910,1117647,3,134963,01,21076,1000000
201807,19570,3,169811,01,6421,2000000
202006,0,1,47992,01,32476,50000
201902,0,1,194014,01,20498,100000
201911,438263,3,148462,01,23149,400000
201808,242153,3,43141,01,28137,2000000
202004,0,1,117863,01,24952,100000
202002,430058,3,6100,01,19109,100000
201907,1384429,3,115404,01,17097,500000
201811,242153,3,43141,01,28137,2000000
201807,504150,3,66676,01,13616,1000000
201907,438263,3,148462,01,23149,400000
201905,1879475,3,83320,01,11451,200000
201903,1219769,3,33480,01,22521,200000
201908,1475750,3,138042,01,19334,3000000
201904,641496,3,115401,01,32399,400000
201901,1567267,3,102915,01,13784,3000000
201806,408383,3,135100,01,24,100000
201905,1141991,3,11644,01,23699,90000
201811,1244695,3,193547,01,16059,300000
201906,1244695,3,193547,01,2588,300000
201906,19570,3,169811,01,9433,3000000
201809,19570,3,169811,01,16227,2000000
201806,1117647,3,134963,01,25277,500000
202001,0,1,131948,01,7827,100000
202006,1189136,3,13699,01,27549,100000
202006,992383,3,95234,01,17460,90000
201806,1879475,3,83320,01,11451,200000
201902,500108,3,83502,01,8965,200000
201902,380759,3,143823,01,4906,300000
201908,0,1,61938,01,16069,100000
201911,1306106,3,10509,01,28487,300000
201806,468256,3,69328,01,9949,3000000
201904,875454,3,100999,01,18185,100000
202006,1335817,3,23048,01,22152,1000000
201908,1189136,3,13699,01,23340,700000
201810,1879475,3,83320,01,5377,3000000
202003,0,1,94253,01,13167,100000
201807,123859,3,109168,01,12407,800000
202001,1191712,3,87775,01,28438,600000
201811,0,1,184203,01,32115,100000
201910,1690394,3,77537,01,21405,1000000
201808,556939,3,86293,01,19361,400000
201902,641496,3,115401,01,23763,500000
201906,371455,3,15963,01,22255,100000
201808,295232,3,37868,01,6041,60000
201812,641496,3,115401,01,23763,500000
202006,394118,3,173162,01,18659,400000
202006,0,1,72671,01,28185,50000
202001,430058,3,6100,01,19109,100000
201905,133481,3,165022,01,20098,600000
202001,0,1,29609,01,10937,100000
201905,380759,3,143823,01,32605,500000
201906,602546,3,124133,01,16401,700000
202005,0,1,29609,01,22740,90000
201808,1567267,3,102915,01,13784,3000000
201904,258076,3,75502,01,26168,400000
201905,1116429,3,60053,01,13953,20000
201807,0,1,104600,01,33392,100000
201807,641496,3,115401,01,2538,300000
202003,1183266,3,117831,01,19636,500000
201910,1468944,3,96367,01,12646,9000
202003,1619156,3,158716,01,28806,3000000
202005,1114292,3,133485,01,20151,100000
201911,0,1,153218,01,23606,10000
201811,0,1,195138,01,4864,100000
202001,1150988,3,130731,01,5701,3000000
201903,0,1,153495,01,16831,100000
202005,1732140,3,123453,01,5975,80000
202002,0,1,31176,01,29433,100000
202005,0,1,102272,01,29637,10000
201809,335556,3,90260,01,18784,400000
201906,0,1,32627,01,234,100000
201901,1760166,3,36233,01,6596,1000000
202006,0,1,194014,01,20498,90000
201901,1732140,3,123453,01,27994,100000
201908,19570,3,169811,01,4581,2000000
201901,449121,3,26043,01,30222,3000000
201909,1244695,3,193547,01,2588,300000
201910,0,1,3211,01,31075,50000
202002,63347,3,177822,01,6011,500000
202001,1475750,3,138042,01,1792,400000
201807,1471772,3,162173,01,32359,200000
201905,1938823,3,86662,01,27544,3000000
202005,0,1,8951,01,20821,100000
201903,242153,3,43141,01,13520,3000000
202003,1883438,3,41482,01,6859,40000
202005,1579790,3,23981,01,21762,600000
202005,1892969,3,111414,01,11478,3000000
201907,500108,3,83502,01,27526,3000000
201907,1879475,3,83320,01,29583,700000
201906,0,1,72317,01,24708,100000
202002,1117647,3,134963,01,21076,2000000
201905,408383,3,135100,01,24,500000
201809,1475750,3,138042,01,24684,500000
201807,0,1,8951,01,25866,100000
201903,353791,3,35435,01,30798,400000
202003,1191712,3,87775,01,30426,400000
201911,289810,3,82649,01,1526,600000
201908,1117647,3,134963,01,15197,1000000
201811,19570,3,169811,01,27631,200000
202004,1306106,3,10509,01,11954,3000000
202001,0,1,47992,01,27711,60000
202004,408383,3,135100,01,24,100000
202006,1244695,3,193547,01,24985,2000000
201812,1879475,3,83320,01,11451,200000
201902,0,1,117863,01,32747,100000
201809,704005,3,190305,01,11048,8000
202003,1732140,3,123453,01,13145,500000
202006,955318,3,14127,01,206,200000
201905,1114292,3,133485,01,20151,100000
201901,335556,3,90260,01,18784,600000
202006,0,1,31176,01,29433,100000
201905,556939,3,86293,01,19361,400000
201907,0,1,103045,01,32370,40000
202004,1468944,3,96367,01,8207,90000
201906,0,1,29609,01,10937,100000
201906,1892969,3,111414,01,5022,3000000
202004,1616734,3,117149,01,25219,1000000
201810,1223564,3,183909,01,18890,200000
201904,1150988,3,130731,01,5701,3000000
202002,380759,3,143823,01,3939,900000
202005,151050,3,79699,01,1486,300000
201912,0,1,165120,01,471,100000
201912,0,1,130258,01,16649,100000
201910,135631,3,117416,01,8918,200000
202005,0,1,190418,01,6110,100000
201911,991472,3,125413,01,1370,1000000
201808,12986,3,74655,01,10670,100000
201909,1938823,3,86662,01,10824,3000000
201903,0,1,61938,01,16069,100000
202006,0,1,6330,01,13814,90000
201912,1732140,3,123453,01,14163,200000
202006,1126662,3,36459,01,25194,80000
201810,1442677,3,30396,01,30634,2000000
201904,0,1,86782,01,2992,100000
201811,0,1,165120,01,10768,100000
202006,0,1,175641,01,21258,100000
201908,991472,3,125413,01,1370,700000
201812,133481,3,165022,01,21564,90000
201911,1616734,3,117149,01,25219,1000000
201903,1442677,3,30396,01,30443,500000
201909,0,1,72317,01,24708,100000
202004,430058,3,6100,01,19109,100000
202006,353791,3,35435,01,21530,600000
202002,353791,3,35435,01,1058,600000
201906,0,1,159100,01,5742,100000
201909,1117647,3,134963,01,20189,1000000
202005,210882,3,174288,01,18883,1000000
201911,1690394,3,77537,01,21405,1000000
202006,468256,3,69328,01,4613,3000000
201905,1579790,3,23981,01,25332,200000
201911,1762179,3,80453,01,27661,40000
202001,1270559,3,137953,01,2348,200000
201903,1306106,3,10509,01,33057,3000000
202003,602546,3,124133,01,15901,2000000
201911,1335817,3,23048,01,22152,700000
201910,1219769,3,33480,01,22521,200000
201807,1116429,3,60053,01,8884,10000
201909,0,1,27166,01,6405,80000
201811,151050,3,79699,01,11022,90000
201907,556939,3,86293,01,19361,400000
201906,151050,3,79699,01,17343,200000
201911,1475974,3,129270,01,6510,40000
201909,1315799,3,1785,01,13324,400000
202002,1306106,3,10509,01,32048,3000000
201902,1244695,3,193547,01,16059,200000
201907,0,1,176302,01,31886,100000
202006,353791,3,35435,01,1058,800000
202005,504150,3,66676,01,17854,1000000
201810,500108,3,83502,01,13351,100000
202005,0,1,101852,01,8955,100000
201809,1849960,3,27790,01,15718,1000000
201902,19570,3,169811,01,1237,3000000
202002,0,1,88618,01,9959,100000
202005,0,1,131948,01,32448,100000
202002,1938823,3,86662,01,12185,400000
201901,0,1,86782,01,5050,100000
201808,647752,3,114234,01,9569,1000
201812,233600,3,34667,01,30622,400000
201903,1117647,3,134963,01,25015,90000
201910,1732432,3,42420,01,16045,90000
202004,1191712,3,87775,01,24332,100000
201904,474852,3,138364,01,17404,200000
201909,335659,3,139033,01,11662,200000
201912,1475974,3,129270,01,6510,40000
202005,133481,3,165022,01,31232,600000
202002,1875215,3,143472,01,8053,1000000
202005,145268,3,127673,01,9955,300000
202006,1475750,3,138042,01,10877,300000
202005,1106676,3,72049,01,13176,100000
201904,1522763,3,80812,01,702,500000
202006,0,1,158403,01,23634,20000
202005,704477,3,174565,01,25200,200000
201806,641496,3,115401,01,21887,500000
201806,289810,3,82649,01,25291,3000000
202001,1892969,3,111414,01,11478,3000000
202005,0,1,3211,01,31075,50000
201910,0,1,61938,01,16069,100000
201811,1312871,3,108813,01,20600,1000000
202006,0,1,119200,01,3844,30000
201810,0,1,155902,01,18423,100000
201907,991472,3,125413,01,1370,700000
202003,0,1,195138,01,4864,100000
201910,1521296,3,183826,01,4863,100000
202001,0,1,91616,01,24478,100000
201908,1471772,3,162173,01,24937,200000
202006,1455632,3,32748,01,15575,300000
202003,1114292,3,133485,01,20151,100000
201812,1442677,3,30396,01,30326,3000000
202003,1879475,3,83320,01,23500,600000
201907,1475750,3,138042,01,1792,400000
201910,1275870,3,76318,01,22981,500000
201908,1191712,3,87775,01,26075,300000
201811,1455632,3,32748,01,15575,3000000
202004,1521296,3,183826,01,22006,100000
201806,1384429,3,115404,01,23892,400000
201907,0,1,101852,01,8955,100000
201909,0,1,155902,01,18423,100000
201903,0,1,104624,01,29899,100000
201912,210882,3,174288,01,4622,400000
201909,1312871,3,108813,01,25734,1000000
202003,1275870,3,76318,01,22981,800000
201908,1522763,3,80812,01,13704,500000
202002,1522763,3,80812,01,13704,500000
201906,0,1,159100,01,14507,100000
202006,1717467,3,87364,01,7013,200000
201812,449121,3,26043,01,19216,2000000
201905,608927,3,72973,01,33448,700000
201811,1116429,3,60053,01,8884,20000
202004,1384429,3,115404,01,10139,500000
201906,1191712,3,87775,01,28438,600000
201903,1030620,3,102964,01,10400,200000
202006,556939,3,86293,01,19361,400000
202001,1222502,3,170213,01,31567,500000
201808,320986,3,118533,01,31955,90000
202002,1452211,3,174031,01,12068,100000
202006,686922,3,104851,01,9229,100000
201808,1475750,3,138042,01,24684,800000
201910,408383,3,135100,01,24,600000
202006,430058,3,6100,01,14106,100000
201907,242153,3,43141,01,2040,500000
201811,1275870,3,76318,01,22168,400000
201911,1475750,3,138042,01,19334,3000000
202003,1141991,3,11644,01,13133,90000
202001,0,1,5508,01,26153,50000
201903,208269,3,192905,01,4653,300000
201901,1191004,3,131103,01,2790,800000
202001,210882,3,174288,01,18883,1000000
201912,0,1,195138,01,4864,100000
201807,449121,3,26043,01,2048,3000000
201809,1117647,3,134963,01,15197,1000000
201902,1244695,3,193547,01,5716,900000
201809,1690394,3,77537,01,29057,300000
202005,208269,3,192905,01,24411,200000
202002,1471772,3,162173,01,4350,300000
201811,133481,3,165022,01,23419,600000
201904,1191004,3,131103,01,2790,800000
202001,1167202,3,127783,01,10488,2000000
201907,0,1,135851,01,1992,70000
201901,1732140,3,123453,01,30195,400000
201904,1879475,3,83320,01,22194,300000
201811,219940,3,34207,01,404,200000
202002,1189136,3,13699,01,23340,700000
201905,0,1,165120,01,10768,100000
201909,1306106,3,10509,01,33057,3000000
201912,0,1,88618,01,9959,100000
201906,0,1,91616,01,24478,80000
202001,438263,3,148462,01,23149,400000
201810,1437721,3,152180,01,22207,100000
201808,380759,3,143823,01,4906,300000
201909,1717467,3,87364,01,25312,40000
201901,449121,3,26043,01,19216,2000000
202001,685675,3,122136,01,23876,100000
201904,1616734,3,117149,01,2881,1000000
201905,0,1,32627,01,234,100000
201908,1455632,3,32748,01,15575,3000000
201809,12986,3,74655,01,10670,100000
201809,1275870,3,76318,01,22168,400000
201809,1522763,3,80812,01,702,500000
201912,0,1,31030,01,21498,100000
201905,1223564,3,183909,01,17940,200000
201909,0,1,61938,01,16069,100000
201901,0,1,159100,01,5742,100000
201910,1306106,3,10509,01,11079,1000000
202005,1875215,3,143472,01,8053,1000000
201910,1452211,3,174031,01,12068,200000
201807,0,1,104624,01,29899,100000
201808,1879475,3,83320,01,9823,3000000
202002,0,1,165120,01,6218,100000
201907,133481,3,165022,01,20098,700000
202001,0,1,61938,01,16069,100000
202002,1117647,3,134963,01,18109,90000
201909,556939,3,86293,01,8306,300000
201903,556939,3,86293,01,8306,300000
202001,1781911,3,179060,01,5723,3000000
201912,641496,3,115401,01,31590,600000
202005,0,1,184203,01,32115,100000
201906,123859,3,109168,01,20097,800000
201906,1732140,3,123453,01,13145,600000
201905,504150,3,66676,01,19072,1000000
201907,353791,3,35435,01,21530,500000
202004,1928237,3,132888,01,26823,800000
201904,1690394,3,77537,01,29057,400000
201806,1150988,3,130731,01,28619,3000000
201806,1030620,3,102964,01,19770,100000
202004,1475974,3,129270,01,19448,800000
201904,1471772,3,162173,01,22510,200000
201911,627538,3,71652,01,6538,30000
201907,97906,3,183365,01,26544,60000
201902,1116429,3,60053,01,13953,20000
201905,353791,3,35435,01,24376,300000
202002,1270559,3,137953,01,2348,200000
202003,877059,3,31886,01,23595,1000000
202003,743651,3,187994,01,19240,200000
202001,39565,3,80401,01,7748,60000
201903,1244695,3,193547,01,5716,900000
202001,19570,3,169811,01,4581,2000000
202005,295232,3,37868,01,6406,60000
202004,0,1,165120,01,6218,100000
201907,210882,3,174288,01,4622,400000
202005,1475750,3,138042,01,1792,400000
202006,1116429,3,60053,01,9974,80000
201812,1150988,3,130731,01,28619,3000000
201909,1471772,3,162173,01,24937,200000
202002,1518788,3,169864,01,10039,20000
201904,1879475,3,83320,01,5377,2000000
202003,1183266,3,117831,01,15734,100000
201905,19570,3,169811,01,16227,2000000
201806,117595,3,110613,01,13936,30000
201812,1452211,3,174031,01,14220,70000
201811,1732140,3,123453,01,30195,400000
201903,1275870,3,76318,01,22168,400000
201912,233600,3,34667,01,12907,2000000
202001,1442677,3,30396,01,19477,3000000
201903,1223564,3,183909,01,18890,200000
201905,691606,3,151141,01,5205,1000000
201901,311918,3,78293,01,24586,1000000
201907,1455632,3,32748,01,15575,3000000
201811,380759,3,143823,01,4906,300000
201811,602546,3,124133,01,16401,700000
201906,1709752,3,139626,01,11441,400000
201909,1471772,3,162173,01,4350,1000000
202001,0,1,165120,01,471,100000
201910,571637,3,150308,01,30843,300000
201907,1189136,3,13699,01,23340,700000
201905,0,1,86782,01,2992,100000
201910,0,1,153218,01,23606,10000
201911,755861,3,112373,01,2443,50000
201907,1579790,3,23981,01,25332,200000
201902,1442677,3,30396,01,30326,3000000
201812,210882,3,174288,01,18883,1000000
201911,1244695,3,193547,01,24985,1000000
202004,1312871,3,108813,01,25734,1000000
201908,133481,3,165022,01,20098,700000
201806,0,1,72317,01,13127,100000
201811,1522763,3,80812,01,702,500000
201911,1732140,3,123453,01,14163,200000
201811,1441434,3,112026,01,32057,400000
202005,500108,3,83502,01,11766,3000000
201809,1503298,3,60042,01,12002,30000
201905,0,1,159100,01,5742,100000
201806,1475750,3,138042,01,24684,700000
202004,289810,3,82649,01,31720,3000000
201910,0,1,135851,01,1992,70000
201807,500108,3,83502,01,13351,100000
202006,208269,3,192905,01,24411,200000
201901,1191712,3,87775,01,29948,200000
201906,315491,3,89268,01,16873,3000000
201807,647752,3,114234,01,9569,1000
201910,691606,3,151141,01,5205,1000000
201808,1150988,3,130731,01,28619,3000000
201807,327705,3,110157,01,25051,30000
202004,0,1,188853,01,31373,20000
201905,258076,3,75502,01,26168,400000
201809,0,1,165120,01,10768,100000
202005,0,1,175641,01,22845,100000
201912,641496,3,115401,01,6506,300000
201808,1452211,3,174031,01,14220,90000
202005,1116429,3,60053,01,9974,80000
201908,1114292,3,133485,01,20151,100000
202005,743651,3,187994,01,19240,200000
201911,556939,3,86293,01,8306,300000
201811,1876407,3,185738,01,28333,700000
201807,1223564,3,183909,01,18890,200000
202004,380759,3,143823,01,3939,900000
201911,1223564,3,183909,01,17940,200000
201908,1222502,3,170213,01,31567,500000
202003,289810,3,82649,01,31720,3000000
201907,1619156,3,158716,01,28806,3000000
201906,0,1,195138,01,4864,100000
201904,295232,3,37868,01,6041,60000
201811,875454,3,100999,01,18185,100000
201810,258076,3,75502,01,32239,400000
201903,210882,3,174288,01,18883,1000000
202002,0,1,29609,01,10937,100000
201810,556939,3,86293,01,8306,300000
201811,1191712,3,87775,01,15914,300000
201904,1938823,3,86662,01,27155,400000
202005,0,1,36830,01,19977,40000
202005,1030620,3,102964,01,27306,40000
201910,0,1,32627,01,4334,100000
201810,1117647,3,134963,01,25015,90000
202005,647752,3,114234,01,2977,400000
201908,554859,3,123633,01,627,700000
201809,380759,3,143823,01,32605,500000
201902,608927,3,72973,01,33448,700000
202001,1471772,3,162173,01,4350,300000
201905,641496,3,115401,01,23763,600000
201911,363310,3,182108,01,9131,300000
201902,1702363,3,8672,01,24611,100000
201909,1437721,3,152180,01,22207,100000
201904,1649649,3,117102,01,12452,300000
202001,1702363,3,8672,01,8710,100000
201806,556939,3,86293,01,19361,400000
201903,1244695,3,193547,01,16059,300000
201904,1468944,3,96367,01,8207,80000
202004,0,1,94253,01,13167,100000
201907,1781911,3,179060,01,5723,3000000
201908,1141991,3,11644,01,13133,90000
201902,554859,3,123633,01,19771,1000000
201902,1335817,3,23048,01,25724,700000
201901,1938823,3,86662,01,27544,3000000
202005,19570,3,169811,01,3079,3000000
201911,504150,3,66676,01,19072,1000000
201806,0,1,165120,01,16167,100000
201807,1312871,3,108813,01,20600,1000000
202005,0,1,72317,01,11780,100000
201903,1338382,3,193593,01,1905,300000
201910,289810,3,82649,01,31720,3000000
202004,0,1,195138,01,4864,100000
201811,117595,3,110613,01,13936,30000
201908,1781911,3,179060,01,5723,3000000
201908,1649649,3,117102,01,12452,500000
202003,0,1,36830,01,19977,40000
202005,1646283,3,149577,01,19320,500000
201810,1876407,3,185738,01,28333,700000
201908,1717467,3,87364,01,25312,40000
201912,0,1,86782,01,2992,100000
201810,1455632,3,32748,01,15575,3000000
201806,210882,3,174288,01,18883,1000000
202005,1338382,3,193593,01,1905,200000
201909,0,1,32627,01,234,100000
201910,1879475,3,83320,01,23500,1000000
201811,1471772,3,162173,01,8010,200000
202003,210882,3,174288,01,4622,400000
201911,1732140,3,123453,01,13145,500000
201812,0,1,72317,01,24708,100000
202005,1189136,3,13699,01,3608,700000
201905,1732140,3,123453,01,27994,100000
201908,1616734,3,117149,01,25219,1000000
201909,1883438,3,41482,01,6859,50000
201907,1438325,3,147770,01,11799,100000
202001,500108,3,83502,01,13351,100000
202002,1475750,3,138042,01,1792,400000
201908,0,1,3211,01,31075,50000
202002,1738590,3,107601,01,12924,600000
201911,704005,3,190305,01,32255,50000
202006,0,1,102272,01,29637,80000
201809,363310,3,182108,01,19009,400000
202005,1438325,3,147770,01,22099,100000
201908,647752,3,114234,01,4780,300000
202006,0,1,165120,01,6218,100000
201810,133481,3,165022,01,23419,600000
201808,1781911,3,179060,01,21445,3000000
201812,875454,3,100999,01,18185,100000
201904,0,1,29609,01,10937,100000
202005,0,1,134590,01,28246,20000
201901,1306106,3,10509,01,444,600000
201912,571637,3,150308,01,30843,300000
201908,1315799,3,1785,01,13324,400000
202004,1452211,3,174031,01,12068,100000
201904,47029,3,60029,01,6194,1000000
201810,1452211,3,174031,01,14220,90000
202002,1191004,3,131103,01,18575,1000000
202005,250349,3,109734,01,6124,1000000
202004,371455,3,15963,01,22255,80000
202004,608927,3,72973,01,33448,700000
202005,1117647,3,134963,01,15197,1000000
201907,327705,3,110157,01,25051,30000
201907,233483,3,9080,01,28549,300000
201912,0,1,91616,01,24478,100000
201911,0,1,31030,01,21498,100000
202001,0,1,8951,01,14462,100000
201808,955318,3,14127,01,29945,200000
201908,1442677,3,30396,01,30443,500000
202003,1441434,3,112026,01,25296,200000
201907,0,1,88618,01,9959,100000
202005,0,1,27166,01,7228,80000
201905,1475974,3,129270,01,19448,200000
202006,1191712,3,87775,01,24144,20000
201906,133481,3,165022,01,20098,700000
201808,0,1,72317,01,24708,100000
201912,289810,3,82649,01,1526,600000
201911,242153,3,43141,01,13520,2000000
202006,691606,3,151141,01,10035,1000000
202003,1938823,3,86662,01,10824,3000000
201911,1879475,3,83320,01,23500,600000
201911,602546,3,124133,01,24518,2000000
201909,0,1,104600,01,33583,100000
201807,135631,3,117416,01,15674,200000
201811,0,1,165120,01,19594,100000
201806,250349,3,109734,01,21882,900000
202004,1441093,3,77701,01,1663,80000
201902,556939,3,86293,01,19361,400000
201910,704005,3,190305,01,32255,50000
201904,1442677,3,30396,01,30443,500000
201911,1306106,3,10509,01,11079,1000000
202006,627538,3,71652,01,18351,30000
202002,1471772,3,162173,01,22510,2000000
201904,408383,3,135100,01,24,200000
201906,0,1,117863,01,24952,100000
201906,0,1,130258,01,16649,100000
201807,1191712,3,87775,01,29948,200000
201912,1732140,3,123453,01,13145,500000
201901,468256,3,69328,01,9949,3000000
201910,0,1,29609,01,10937,100000
201903,641496,3,115401,01,23763,600000
201806,1167202,3,127783,01,8452,1000000
202003,1312871,3,108813,01,16287,900000
202005,0,1,32627,01,4334,100000
201912,1116429,3,60053,01,13953,20000
201905,554859,3,123633,01,19771,900000
201907,1717467,3,87364,01,25312,40000
201808,363310,3,182108,01,18703,200000
202001,1732140,3,123453,01,14163,200000
202003,1913925,3,179490,01,23099,300000
201806,1567267,3,102915,01,13784,3000000
202006,408383,3,135100,01,24,200000
202005,493504,3,67000,01,3822,300000
201910,1471772,3,162173,01,24937,200000
201902,449121,3,26043,01,19216,2000000
201909,19570,3,169811,01,4581,2000000
201903,335556,3,90260,01,18784,600000
201902,1522763,3,80812,01,702,500000
201901,1222502,3,170213,01,31567,500000
201903,991472,3,125413,01,27047,400000
201808,875454,3,100999,01,4220,3000000
201901,19570,3,169811,01,16227,2000000
202006,0,1,103045,01,32370,40000
201908,641496,3,115401,01,23763,600000
201901,1690394,3,77537,01,22742,900000
201910,1167202,3,127783,01,10488,2000000
201806,554859,3,123633,01,1373,1000000
201810,1244695,3,193547,01,5716,900000
202004,0,1,31030,01,8725,100000
202006,500108,3,83502,01,8965,100000
201807,0,1,117863,01,32747,100000
201911,47029,3,60029,01,952,1000000
201909,0,1,109859,01,8955,100000
201809,1879475,3,83320,01,9823,3000000
201903,0,1,31030,01,21498,100000
201912,1165662,3,14662,01,27395,700000
201901,219940,3,34207,01,404,200000
201806,258076,3,75502,01,32239,400000
201912,743651,3,187994,01,17355,200000
201812,686922,3,104851,01,7337,100000
201909,1189136,3,13699,01,23340,700000
201903,97906,3,183365,01,26544,60000
201906,1047379,3,130855,01,32888,20000
202006,0,1,190418,01,6110,100000
201909,430058,3,6100,01,19109,100000
201910,210882,3,174288,01,4622,400000
201906,1116429,3,60053,01,13953,20000
202005,1191712,3,87775,01,28438,20000
202003,0,1,53856,01,22752,70000
201912,151050,3,79699,01,1486,200000
202003,1165662,3,14662,01,27395,700000
201905,1165662,3,14662,01,27395,200000
201901,1471772,3,162173,01,18965,2000000
201912,1306106,3,10509,01,33057,3000000
202005,371455,3,15963,01,22255,80000
202005,0,1,88381,01,25610,100000
202003,608927,3,72973,01,33448,700000
201906,608927,3,72973,01,33448,700000
201911,0,1,165120,01,6218,100000
201807,1475750,3,138042,01,24684,700000
201806,380759,3,143823,01,4906,300000
202004,1913925,3,179490,01,23099,300000
202005,571637,3,150308,01,30843,300000
201811,1244695,3,193547,01,5716,900000
201909,1616734,3,117149,01,25219,1000000
202003,1173610,3,8347,01,2281,2000000
202004,233600,3,34667,01,30622,400000
201808,1116429,3,60053,01,8884,10000
201812,1306106,3,10509,01,13409,3000000
201912,1475750,3,138042,01,1792,400000
201808,608927,3,72973,01,15441,700000
202006,39565,3,80401,01,7748,60000
201810,0,1,104600,01,13485,100000
201904,948786,3,131184,01,25106,80000
201809,0,1,88618,01,32253,100000
202001,0,1,109859,01,8955,100000
201902,948786,3,131184,01,25106,90000
201912,1938823,3,86662,01,10824,3000000
202004,0,1,115485,01,11019,1000
201902,1183266,3,117831,01,29634,500000
201811,704005,3,190305,01,11048,30000
201909,145268,3,127673,01,9955,300000
202002,1732140,3,123453,01,5975,80000
201806,12986,3,74655,01,10670,100000
201908,311918,3,78293,01,2298,600000
201910,1567267,3,102915,01,19545,2000000
201808,1441434,3,112026,01,32057,400000
201904,504150,3,66676,01,19072,1000000
201809,0,1,159100,01,31919,100000
202004,627538,3,71652,01,6538,30000
201812,1306106,3,10509,01,444,600000
202001,289810,3,82649,01,31720,3000000
201807,1879475,3,83320,01,11451,200000
201811,0,1,32627,01,234,100000
201912,948786,3,131184,01,14921,70000
202003,474852,3,138364,01,10046,200000
201911,1030620,3,102964,01,2384,200000
202002,500108,3,83502,01,11766,3000000
202002,0,1,135851,01,1992,70000
202005,877059,3,31886,01,23595,1000000
202004,474852,3,138364,01,10046,200000
201911,0,1,16181,01,31455,50000
201807,1690394,3,77537,01,27009,400000
201807,1030620,3,102964,01,10400,200000
201810,1879475,3,83320,01,6526,900000
201911,0,1,88381,01,25610,100000
201809,1244695,3,193547,01,2836,600000
202005,1619156,3,158716,01,1342,3000000
202002,1805344,3,51868,01,16412,2000000
202003,1475750,3,138042,01,838,100000
202005,438263,3,148462,01,17928,400000
202002,311918,3,78293,01,2298,500000
202003,1167202,3,127783,01,10488,2000000
202003,686922,3,104851,01,26562,100000
202005,180996,3,132466,01,18458,60000
201811,1117647,3,134963,01,15197,1000000
202001,1116429,3,60053,01,9974,80000
201812,380759,3,143823,01,32605,500000
202002,39565,3,80401,01,7748,60000
202001,0,1,176302,01,31886,100000
202001,208269,3,192905,01,4653,200000
201807,1312871,3,108813,01,13747,400000
201911,1475750,3,138042,01,1792,400000
201811,1760166,3,36233,01,6596,1000000
202005,1437721,3,152180,01,13143,100000
202004,0,1,5508,01,25503,50000
201810,19570,3,169811,01,9433,3000000
202005,233600,3,34667,01,30622,400000
202002,0,1,165120,01,471,100000
201911,0,1,115334,01,21614,60000
201811,289810,3,82649,01,27691,600000
202005,730965,3,23294,01,17793,300000
201811,1223564,3,183909,01,18890,200000
202004,363310,3,182108,01,7133,1000000
201908,145268,3,127673,01,9955,400000
201811,315491,3,89268,01,16873,3000000
202004,0,1,3211,01,31075,50000
201909,1892969,3,111414,01,5022,3000000
202004,365625,3,33824,01,20713,20000
201811,1306106,3,10509,01,13409,3000000
202002,145268,3,127673,01,9955,300000
201904,686922,3,104851,01,7337,100000
201908,1244695,3,193547,01,2588,300000
201808,112982,3,87224,01,29268,2000000
201908,258076,3,75502,01,26168,400000
201904,647752,3,114234,01,4780,200000
202006,135631,3,117416,01,8918,100000
202004,0,1,72317,01,11780,100000
201807,468256,3,69328,01,9949,3000000
201905,1384429,3,115404,01,17097,500000
202005,0,1,194014,01,20498,90000
201907,948786,3,131184,01,25106,80000
201806,1244695,3,193547,01,23494,900000
201911,1876407,3,185738,01,12303,100000
201906,233483,3,9080,01,28549,200000
201907,335556,3,90260,01,4071,400000
201910,1523929,3,36384,01,15341,2000000
202001,1117647,3,134963,01,15197,1000000
201808,0,1,159100,01,5742,100000
201902,1452211,3,174031,01,14220,70000
201808,151050,3,79699,01,11022,90000
201806,0,1,29609,01,5487,100000
201908,210882,3,174288,01,18883,1000000
202005,264718,3,179765,01,23817,3000000
202001,641496,3,115401,01,31590,500000
