YM,JOIN_SN,JOIN_SN_TYP,SCTR_CD,COM_SN,IS_ME,GRNT_CD,GRNT_AMT,GRNT_DT
201904,1876862,1,17,2779228,0,0033,80000,201811
202005,238059,1,01,3527126,0,0033,600000,201401
202006,1451643,1,12,798623,0,0033,30000,200501
201905,1305774,1,03,5149523,0,0033,100,200501
201811,940245,1,03,2596304,0,0033,40000,200609
201806,396442,1,01,4201313,0,0033,600000,201012
201902,1656889,1,01,9912759,0,0033,100,200501
201909,1648848,1,24,3478142,0,0033,3000,201603
202004,1937528,1,12,9707572,0,0033,500000,200910
201808,263369,1,01,349018,0,0033,200000,201712
201806,441234,1,17,5061378,0,0033,200000,201801
202003,1331735,1,03,693259,0,0033,400000,201601
202002,276238,1,17,1743862,0,0033,7000,201712
201902,129383,1,12,8965566,0,0033,200000,200501
201904,745756,1,12,2211198,0,0033,2000,200501
201808,1653913,1,12,150760,0,0033,50000,201708
201905,1057329,1,16,3410736,0,0033,9000,201612
201809,971177,1,12,2638818,0,0033,60000,201803
201806,1436447,1,12,6882857,0,0033,400000,201401
202003,210153,1,16,5011879,0,0033,10000,201804
201809,1571650,1,16,9018750,0,0033,3000,201602
201812,693214,1,17,3046912,0,0033,7000,201407
202002,31922,1,21,7495664,0,0033,3000000,201908
201806,1091876,1,01,1308497,0,0033,2000,201010
202001,800792,1,17,3991716,0,0033,10000,201610
201808,324474,1,12,2966938,0,0033,100000,201611
201808,1615973,1,01,7377376,0,0033,100,200901
201809,381672,1,17,9020400,0,0033,200000,201701
201904,25820,1,01,5348086,0,0033,6000,200705
201811,1673396,1,16,2813472,0,0033,70000,201810
202001,439845,1,12,7570998,0,0033,20000,201704
201808,376463,1,12,8227254,0,0033,400000,200804
201902,1160259,1,12,5396711,0,0033,2000,201108
202005,873656,1,12,4550290,0,0033,80000,200501
201811,1366537,1,12,5446886,0,0033,200000,201810
201907,1124331,1,01,1249912,0,0033,4000,201902
202001,555603,1,01,2084164,0,0033,200000,200711
201808,1937528,1,17,6887867,0,0033,7000,201612
201806,1077299,1,12,406588,0,0033,60000,201701
201912,421038,1,21,4331924,0,0033,400000,201509
201902,72474,1,17,4492813,0,0033,7000,201303
201902,607285,1,12,863615,0,0033,20000,201804
202003,927644,1,17,4105500,0,0033,70000,201708
201807,574414,1,12,3411560,0,0033,9000,200501
201901,1008783,1,03,396555,0,0033,10000,200802
201811,1745253,1,12,7560541,0,0033,5000,201006
202005,946873,1,01,326904,0,0033,5000000,202005
201902,324474,1,12,2966938,0,0033,100000,201611
201909,1299285,1,12,7628288,0,0033,200000,201308
202006,459181,1,16,8107645,0,0033,5000,201804
201910,1874109,1,03,3336630,0,0033,100,200908
201809,888652,1,01,6921445,0,0033,100000,201511
201905,529756,1,01,9144262,0,0033,20000,201510
201810,805778,1,12,318773,0,0033,60000,201708
201806,171955,1,17,3842671,0,0033,100000,201710
201904,1219106,1,16,2575082,0,0033,40000,201705
202003,394682,1,03,6402813,0,0033,6000,200501
201909,1488211,1,03,8165219,0,0033,2000000,201909
202002,1109039,1,12,6900993,0,0033,200000,201906
202005,1028755,1,01,1093277,0,0033,20000,201606
201911,592209,1,17,8580205,0,0033,40000,201907
201911,935254,1,12,5412867,0,0033,600000,201601
201909,455972,1,03,2539454,0,0033,10000,200508
201903,210153,1,16,5011879,0,0033,20000,201804
201811,1748100,1,12,3833210,0,0033,100000,201105
201902,541064,1,03,656521,0,0033,10000,200501
201810,1915469,1,12,7074493,0,0033,40000,201606
201808,1942354,1,01,4371171,0,0033,20000,200607
202003,1631705,1,01,7435779,0,0033,800,201710
201808,828806,1,01,2516936,0,0033,5000,201704
201911,657459,1,12,9837681,0,0033,9000,201511
201912,1881891,1,24,2834197,0,0033,3000,201603
201910,1881891,1,24,1435603,0,0033,3000,201603
201902,1278794,1,16,8863398,0,0033,10000,201505
201901,1171606,1,12,4385814,0,0033,300000,201602
201902,253186,1,12,601646,0,0033,20000,200609
202002,1277006,1,01,8352200,0,0033,10000,201801
201902,848545,1,12,1727041,0,0033,60000,201206
202003,178611,1,24,8964852,0,0033,6000,202003
202003,1092424,1,12,6148910,0,0033,20000,201906
201810,1124331,1,12,8635470,0,0033,60000,201702
201812,1532126,1,21,1332151,0,0033,5000000,201809
201903,1344212,1,12,425079,0,0033,30000,200501
201811,329412,1,12,9809412,0,0033,200000,201110
201806,1391619,1,01,9049091,0,0033,30000,200711
201911,988796,1,12,452257,0,0033,30000,201408
201911,1625574,1,12,2661949,0,0033,200000,201503
201908,1239593,1,01,1960198,0,0033,100,200802
201907,988796,1,12,3676378,0,0033,6000000,200501
201907,885766,1,01,2574567,0,0033,300000,200604
201907,913160,1,16,1697901,0,0033,20000,201702
201907,1331735,1,03,693259,0,0033,400000,201601
201911,1753545,1,12,3971241,0,0033,8000,201508
202005,582449,1,12,5586815,0,0033,500000,201902
201908,1714896,1,12,9062790,0,0033,100,200906
201907,1124648,1,03,4817986,0,0033,100,200510
201912,1958323,1,03,177354,0,0033,20000,201208
201903,954364,1,12,7074066,0,0033,200000,200709
201909,1872984,1,12,8899775,0,0033,90000,200501
201909,1127483,1,21,1358587,0,0033,4000000,201803
202001,1958323,1,03,177354,0,0033,20000,201208
201902,443667,1,12,1722257,0,0033,400000,201708
201807,1651459,1,12,7702353,0,0033,500000,201806
202006,973213,1,12,6916217,0,0033,9000,200501
201809,455972,1,03,2539454,0,0033,10000,200508
201906,959294,1,12,7948892,0,0033,50000,201810
202005,375403,1,16,8501792,0,0033,90000,201906
202004,762995,1,12,7401500,0,0033,5000,201603
201806,38380,1,01,1912787,0,0033,700000,200703
201812,1651459,1,05,3848850,0,0033,30000,201712
202006,1724514,1,01,194090,0,0033,10000,201801
201903,1951799,1,12,2018608,0,0033,20000,200606
201909,268040,1,12,3230650,0,0033,90000,201710
201810,1256724,1,12,4704880,0,0033,2000,200501
201912,111196,1,01,5647956,0,0033,100,201907
201904,1127483,1,13,8745973,0,0033,3000000,201803
201810,1583005,1,12,1487289,0,0033,20000,201611
202001,1876862,1,17,2779228,0,0033,60000,201811
201904,600435,1,01,684246,0,0033,7000,201408
201811,1073435,1,12,6466475,0,0033,100000,201707
201904,1273069,1,12,1172735,0,0033,100000,201710
202001,1935311,1,24,5916387,0,0033,6000,200501
201907,1486628,1,12,9199403,0,0033,300000,200501
201904,391000,1,01,7238335,0,0033,9000,201804
201809,615883,1,16,6713130,0,0033,10000,201604
201902,439559,1,17,3823167,0,0033,30000,201902
202001,1937528,1,12,9707572,0,0033,500000,200910
201912,524888,1,21,4569384,0,0033,60000,201305
201905,263369,1,17,4941998,0,0033,10000,201310
201903,739112,1,21,8909257,0,0033,4000000,201805
201810,263369,1,13,1228135,0,0033,100000,201702
201806,1403781,1,12,2945077,0,0033,1000000,201701
201901,354214,1,01,6805369,0,0033,100,200501
202004,1677104,1,17,9434411,0,0033,30000,201811
201810,1436447,1,01,2697801,0,0033,3000000,201711
201907,1278794,1,01,8704990,0,0033,70000,201705
202002,1704937,1,12,8693550,0,0033,7000,200501
201910,1439830,1,03,5394543,0,0033,10000,200501
202002,196655,1,03,3147092,0,0033,30000,200501
201905,598792,1,03,6520069,0,0033,9000,200501
201810,121007,1,12,4988060,0,0033,100000,201805
201811,1326728,1,12,6214967,0,0033,60000,201803
201807,1547727,1,17,354347,0,0033,80000,201702
201901,1554457,1,03,7904108,0,0033,100,200501
201907,550511,1,12,1644093,0,0033,10000,200501
201905,1625574,1,12,2661949,0,0033,200000,201503
202003,269290,1,12,9616586,0,0033,2000,201607
201811,1437023,1,12,3749140,0,0033,30000,201705
201908,637492,1,03,4561087,0,0033,8000,201208
201912,1500128,1,03,5323880,0,0033,60000,201408
201811,1318264,1,05,5402569,0,0033,200,201702
201905,819093,1,03,562411,0,0033,1000,200501
201811,1051722,1,01,4630954,0,0033,100000,201507
201904,1417847,1,17,9425526,0,0033,30000,201709
202002,1923224,1,12,1756959,0,0033,2000000,201804
201912,1170991,1,12,8567543,0,0033,200000,201205
202001,1591442,1,12,10022465,0,0033,20000,200611
201812,696030,1,01,7328440,0,0033,2000000,201811
201902,138048,1,12,5367752,0,0033,80000,201408
202006,1769080,1,01,6898960,0,0033,90000,200811
201909,1127483,1,21,2695305,0,0033,4000000,201803
202006,375403,1,01,7798816,0,0033,90000,200708
201808,1910201,1,12,6287773,0,0033,60000,201507
201810,968390,1,12,9166131,0,0033,500000,201503
201808,1014393,1,01,2282340,0,0033,100,200501
201902,1532126,1,21,1141429,0,0033,100000,201809
201812,1547727,1,17,354347,0,0033,70000,201702
202001,555603,1,12,8788355,0,0033,500000,200605
201903,78720,1,12,7698898,0,0033,30000,201611
201810,1326728,1,17,9583232,0,0033,300000,201605
202005,1714896,1,12,5312123,0,0033,100000,200603
201906,330300,1,03,6003990,0,0033,7000,200501
201910,1547727,1,17,354347,0,0033,60000,201702
201809,1126132,1,05,2489176,0,0033,500,200501
201809,1744941,1,17,7642127,0,0033,4000,201603
201806,1596650,1,12,8564733,0,0033,20000,201704
201901,1860234,1,01,4532170,0,0033,5000,200501
202006,560364,1,17,4683031,0,0033,5000,201802
201905,643096,1,01,1163606,0,0033,2000,201801
201811,1939044,1,17,7214991,0,0033,40000,201706
202004,786592,1,01,6377816,0,0033,70000,201706
201903,830017,1,12,9236615,0,0033,50000,201903
201905,617618,1,01,1206699,0,0033,2000000,201801
202005,692129,1,17,353086,0,0033,8000,202004
201807,828806,1,12,906124,0,0033,30000,201703
201901,439845,1,12,7570998,0,0033,30000,201704
201908,1417273,1,12,8462496,0,0033,2000000,201202
201901,1062654,1,17,6762099,0,0033,50000,201804
201906,373764,1,01,2463425,0,0033,200000,201707
202005,1724514,1,01,194090,0,0033,10000,201801
201902,260549,1,12,1451680,0,0033,200000,201901
202006,541064,1,03,656521,0,0033,10000,200501
202004,1299285,1,12,7628288,0,0033,200000,201308
201912,817354,1,01,2470312,0,0033,2000,201811
201910,1924066,1,03,5948343,0,0033,80000,201309
202002,147150,1,01,7892701,0,0033,30000,200710
201808,1326728,1,17,6050346,0,0033,200000,201603
202003,1486628,1,01,9627993,0,0033,100000,200501
201910,210153,1,17,3448016,0,0033,30000,201910
202006,462087,1,03,1161248,0,0033,100,201206
202002,1714896,1,12,9062790,0,0033,100,200906
202002,516198,1,16,6135205,0,0033,200000,201806
202003,278998,1,01,1069164,0,0033,300000,202002
201810,629130,1,21,9064750,0,0033,5000000,201803
201906,301902,1,12,6770745,0,0033,100000,201507
201807,1711272,1,03,3503683,0,0033,100,200703
201908,107398,1,12,2693793,0,0033,40000,201604
202003,1166474,1,17,655449,0,0033,40000,201906
201907,1402412,1,17,9493312,0,0033,60000,201608
201901,559043,1,03,6885638,0,0033,6000,200501
201812,551962,1,17,6405019,0,0033,2000,201702
201902,1575760,1,12,1324025,0,0033,4000,200502
201807,1648625,1,03,7966150,0,0033,100,200501
201912,963482,1,12,3423741,0,0033,800000,201508
202005,986319,1,12,1699279,0,0033,700000,201912
201904,106119,1,03,5197421,0,0033,6000,200509
201809,1151490,1,17,4903142,0,0033,400,201510
201810,1876853,1,03,2334457,0,0033,6000,200501
201806,1130717,1,12,811443,0,0033,30000,201505
201811,1098203,1,01,9188601,0,0033,80000,201502
201910,1885809,1,03,8025209,0,0033,5000,200501
201808,1582418,1,03,5944357,0,0033,100,200501
202005,1067877,1,12,1366602,0,0033,60000,201802
201807,1548578,1,12,1892189,0,0033,100000,201511
201810,555263,1,01,6145295,0,0033,100000,200604
202006,1189677,1,12,4846891,0,0033,4000,201103
201808,1933177,1,17,6210869,0,0033,2000,201608
201907,1169752,1,03,2242840,0,0033,40000,200501
202003,455972,1,03,2539454,0,0033,10000,200508
201809,1350922,1,21,8473973,0,0033,90000,201708
202003,1673396,1,16,748274,0,0033,100000,202001
202003,1010444,1,03,2324287,0,0033,4000,200701
201901,529756,1,01,9699940,0,0033,60000,201510
201906,643096,1,01,1163606,0,0033,2000,201801
201912,336459,1,12,9781537,0,0033,200000,201909
201812,1287705,1,01,5052987,0,0033,30000,200805
201905,107398,1,12,2693793,0,0033,40000,201604
201807,1417273,1,12,3480497,0,0033,600000,201410
201909,197034,1,24,6542390,0,0033,3000,201606
201806,1299285,1,12,7628288,0,0033,300000,201308
201809,506094,1,03,4602771,0,0033,4000,200501
201811,1749363,1,03,7988002,0,0033,10000,200501
202004,1369927,1,03,6157498,0,0033,100,200501
201810,529756,1,01,9144262,0,0033,20000,201510
201807,1190005,1,01,2552486,0,0033,100,200712
201811,1864893,1,03,3953615,0,0033,600,200501
202005,530176,1,01,8065069,0,0033,2000000,201904
202004,375403,1,16,8501792,0,0033,90000,201906
202001,1674205,1,01,5691038,0,0033,8000,201910
201903,239579,1,12,6818899,0,0033,600000,200804
202001,610970,1,01,1163292,0,0033,4000,201203
202005,561497,1,03,8946148,0,0033,900,201012
201904,1019504,1,01,2510112,0,0033,200000,201902
201911,1875471,1,12,448626,0,0033,30000,201903
201906,1486628,1,01,9627993,0,0033,100000,200501
201807,370061,1,12,6147074,0,0033,10000,201102
201907,1417273,1,12,8462496,0,0033,2000000,201202
201911,1148496,1,12,4276955,0,0033,70000,201412
202004,805778,1,12,318773,0,0033,30000,201708
201911,1864893,1,03,3953615,0,0033,600,200501
202006,418983,1,12,6844431,0,0033,50000,201903
201904,1085898,1,03,7227940,0,0033,8000,200705
201907,598540,1,12,1444847,0,0033,8000,201107
202005,935254,1,12,5412867,0,0033,600000,201601
202006,1799467,1,03,6076300,0,0033,2000000,201903
201806,1680180,1,01,9748956,0,0033,100000,200501
201809,147150,1,01,7892701,0,0033,90000,200710
202002,1341548,1,16,8838281,0,0033,70000,201908
201903,971177,1,12,2638818,0,0033,60000,201803
201903,396236,1,12,9123073,0,0033,70000,201707
201811,1680180,1,12,9539660,0,0033,200000,200501
201907,1942870,1,01,4412039,0,0033,40000,201804
201810,1761267,1,17,2405316,0,0033,20000,201506
201810,1043685,1,03,2956506,0,0033,100,200501
201811,638943,1,01,935383,0,0033,6000,201609
202001,1038414,1,12,4399814,0,0033,100000,200705
202005,920907,1,16,3838026,0,0033,70000,201803
201808,1656889,1,01,9912759,0,0033,100,200501
201809,1486628,1,01,9627993,0,0033,100000,200501
202006,745756,1,12,2211198,0,0033,2000,200501
201907,555603,1,12,8503980,0,0033,200000,200902
202006,1571650,1,01,941612,0,0033,200000,201802
201806,1098203,1,12,9735163,0,0033,500000,201502
201904,57492,1,01,201791,0,0033,10000,201608
201808,183744,1,05,9005943,0,0033,10000,201605
201909,1623068,1,03,10005120,0,0033,5000,201105
201905,563293,1,12,765023,0,0033,20000,201608
201903,1575760,1,01,840235,0,0033,800,201608
201806,581853,1,12,200406,0,0033,30000,201702
201908,279141,1,17,6307805,0,0033,70000,201808
201812,1437023,1,01,4816741,0,0033,7000,201705
202001,608729,1,03,8153107,0,0033,2000000,201904
201905,1377827,1,03,5470887,0,0033,40000,200501
201808,1001919,1,12,8361765,0,0033,20000,201406
201907,1326728,1,17,2191205,0,0033,50000,201703
201905,336459,1,12,8154133,0,0033,40000,200501
201905,1745042,1,17,2779781,0,0033,80000,201702
201912,1923224,1,03,1497012,0,0033,3000000,201807
201810,1786558,1,03,8053273,0,0033,100,200501
202006,375403,1,17,2105052,0,0033,30000,201902
201809,785936,1,01,1844510,0,0033,80000,201709
201905,571421,1,03,159777,0,0033,100,200901
201903,1124331,1,01,1249912,0,0033,4000,201902
201901,1677980,1,03,5723629,0,0033,4000,201205
201809,744187,1,01,6238772,0,0033,10000,201604
201912,1232297,1,17,1213293,0,0033,100000,201708
201806,1651459,1,05,1814706,0,0033,20000,201805
201903,183610,1,12,6109372,0,0033,20000,201810
201807,1850290,1,03,4839997,0,0033,60000,200501
202006,880988,1,12,2281572,0,0033,200000,201101
202002,1776933,1,17,2352115,0,0033,30000,201906
201907,1358630,1,12,2757778,0,0033,5000,201803
201806,1046167,1,12,1065439,0,0033,80000,201806
201903,960156,1,12,4065870,0,0033,30000,200512
201907,1651459,1,05,1814706,0,0033,10000,201805
201908,853421,1,01,3676551,0,0033,100000,201802
201911,462087,1,03,1161248,0,0033,100,201206
201810,223979,1,12,9902480,0,0033,80000,201409
201810,880988,1,12,2281572,0,0033,200000,201101
201911,1661417,1,24,3223928,0,0033,5000,201904
201912,1062654,1,17,6762099,0,0033,40000,201804
202002,1127483,1,21,2722450,0,0033,4000000,201803
201908,1071522,1,12,4369839,0,0033,50000,201705
201910,617399,1,01,1079512,0,0033,10000,201905
201911,968390,1,13,6320839,0,0033,50000,201903
201910,1651459,1,12,7702353,0,0033,400000,201806
202006,510770,1,24,7019066,0,0033,2000,201506
201902,973474,1,03,44593,0,0033,50000,200501
201905,433738,1,12,9561112,0,0033,5000,200501
201905,411627,1,12,5071417,0,0033,200000,201206
201903,1504817,1,03,4342808,0,0033,100,200501
201810,1745042,1,01,9689347,0,0033,10000,201706
202002,755473,1,01,7514765,0,0033,4000,201402
201811,164359,1,01,5037131,0,0033,20000,201601
201809,1863612,1,12,9429975,0,0033,2000,200501
201809,1127483,1,21,2103147,0,0033,2000000,201803
201905,238059,1,12,1884993,0,0033,500000,200912
202004,1067877,1,12,1366602,0,0033,60000,201802
201808,1844046,1,12,8876171,0,0033,10000,201504
201810,276238,1,17,1743862,0,0033,10000,201712
201905,954364,1,12,7074066,0,0033,200000,200709
201907,882801,1,03,9095043,0,0033,3000,200501
202003,1099164,1,12,1381314,0,0033,30000,201501
201903,763498,1,17,4096884,0,0033,10000,201603
202006,118296,1,03,6700813,0,0033,20000,201010
201906,1326728,1,12,6214967,0,0033,60000,201803
202002,867781,1,12,1241169,0,0033,200000,201611
201810,617618,1,01,1206699,0,0033,2000000,201801
202004,1702367,1,03,4591618,0,0033,2000000,201808
201906,1583144,1,17,5332036,0,0033,60000,201901
201808,824730,1,05,9694680,0,0033,6000,201604
201812,846327,1,01,6100384,0,0033,400,200806
201903,1130717,1,12,811443,0,0033,20000,201505
201910,837406,1,01,6390196,0,0033,20000,201901
201902,971177,1,12,2638818,0,0033,60000,201803
202002,1417273,1,01,9035636,0,0033,300000,201908
202001,1714896,1,12,9062790,0,0033,100,200906
201902,1615973,1,01,9568650,0,0033,7000,201712
201911,375403,1,03,9289658,0,0033,30000,200702
201901,696030,1,01,7328440,0,0033,2000000,201811
201906,169426,1,12,10001219,0,0033,30000,200501
201810,1038414,1,12,2124074,0,0033,200000,200501
202005,1864748,1,03,1337428,0,0033,100,200907
201809,1097415,1,12,2285163,0,0033,100000,201604
202005,873656,1,17,286578,0,0033,10000,201804
201907,1549991,1,01,53727,0,0033,100000,201509
201811,1170991,1,12,7397089,0,0033,1000000,200811
201904,239579,1,12,4466659,0,0033,200000,201811
201810,541064,1,03,656521,0,0033,10000,200501
201902,872655,1,03,1321618,0,0033,100,201108
201808,1127483,1,13,8745973,0,0033,3000000,201803
201810,250733,1,12,2097414,0,0033,9000,201705
202004,598540,1,12,1444847,0,0033,8000,201107
201810,1835543,1,03,2867887,0,0033,20000,200501
201911,1708494,1,12,3760473,0,0033,20000,201703
201911,643096,1,01,1163606,0,0033,2000,201801
201907,1326728,1,12,5270126,0,0033,300000,201406
202005,111196,1,01,5647956,0,0033,100,201907
202006,582449,1,01,9240029,0,0033,200000,201705
201908,962342,1,01,3673964,0,0033,100,200501
201811,1876853,1,03,2334457,0,0033,6000,200501
202006,1523847,1,01,3410305,0,0033,500000,201905
201907,845413,1,12,7644574,0,0033,8000,201602
202004,1818990,1,12,5207073,0,0033,80000,202002
201904,864629,1,24,6942679,0,0033,2000,201704
201906,1486628,1,12,713650,0,0033,50000,200805
201811,693214,1,01,313075,0,0033,200000,201601
201909,747150,1,12,4120588,0,0033,20000,201812
201809,23686,1,17,2734035,0,0033,10000,201505
201902,1034834,1,12,9677958,0,0033,800000,200501
201905,598540,1,12,1444847,0,0033,10000,201107
201912,566635,1,08,9760494,0,0033,300000,201610
201806,433738,1,12,9561112,0,0033,6000,200501
201903,1124648,1,03,4817986,0,0033,100,200510
201811,590194,1,12,3997976,0,0033,30000,201712
202004,1486628,1,01,9627993,0,0033,100000,200501
201908,1011342,1,24,5389205,0,0033,6000,201709
202006,1299285,1,12,7628288,0,0033,200000,201308
201907,1749363,1,03,7988002,0,0033,10000,200501
201810,1079720,1,01,9897610,0,0033,700000,200906
202003,1121864,1,12,6407782,0,0033,200000,201305
201907,1494797,1,03,5326451,0,0033,100,201307
201905,1523847,1,01,3036,0,0033,30000,200908
201907,1277298,1,12,2103125,0,0033,3000000,201007
201907,1745042,1,17,3758908,0,0033,90000,201702
201806,1769080,1,12,9445138,0,0033,200000,201505
201903,786592,1,01,6377816,0,0033,70000,201706
201912,64909,1,12,9437206,0,0033,300000,201803
201808,755246,1,12,2823517,0,0033,50000,201803
202001,198993,1,12,6728782,0,0033,100000,201812
201807,1761267,1,17,2405316,0,0033,20000,201506
201905,561497,1,03,8946148,0,0033,2000,201012
201812,208678,1,03,1226637,0,0033,100,200604
201911,882801,1,03,9095043,0,0033,3000,200501
201902,913160,1,01,7602469,0,0033,30000,201403
201912,299392,1,17,9584653,0,0033,30000,201904
201806,1952789,1,12,4183509,0,0033,20000,200905
201912,1745253,1,12,8617222,0,0033,50000,200909
201809,956894,1,03,8130098,0,0033,4000,200501
202001,1864748,1,03,1337428,0,0033,100,200907
201811,1010444,1,03,2324287,0,0033,2000,200612
202001,755473,1,01,7514765,0,0033,5000,201402
201909,817354,1,01,2470312,0,0033,2000,201811
201902,49170,1,12,7884104,0,0033,30000,201301
201812,1051722,1,01,4630954,0,0033,100000,201507
202001,1194333,1,03,6712608,0,0033,100,200705
202001,336459,1,12,1717210,0,0033,80000,200504
201907,555603,1,01,3268138,0,0033,100,200612
201905,880988,1,12,748794,0,0033,100000,201202
202002,1677104,1,17,9434411,0,0033,30000,201811
201906,1302113,1,12,7326739,0,0033,200000,201906
201811,968390,1,12,3999120,0,0033,400000,201801
201910,357864,1,03,930202,0,0033,30000,200809
201808,988796,1,17,2390002,0,0033,20000,201511
201811,57492,1,12,7656380,0,0033,70000,201608
201810,223290,1,12,3722534,0,0033,8000,201502
201809,1952789,1,12,4183509,0,0033,20000,200905
201904,1331735,1,01,6297337,0,0033,90000,201507
201809,495310,1,17,4406906,0,0033,8000,201502
202004,1124331,1,12,8635470,0,0033,50000,201702
201912,1677104,1,17,9434411,0,0033,30000,201811
202004,1362628,1,17,7353851,0,0033,40000,201911
201810,869367,1,17,7742714,0,0033,3000,201502
201808,396236,1,01,1518286,0,0033,10000,201701
201909,276238,1,17,1743862,0,0033,9000,201712
201806,1326728,1,01,2586065,0,0033,100000,201305
201903,1818717,1,16,3942813,0,0033,3000,201010
202004,935254,1,12,5412867,0,0033,600000,201601
201909,1687943,1,24,8821423,0,0033,4000,201304
201906,317271,1,01,8461521,0,0033,300000,201306
201910,1413331,1,01,8153490,0,0033,20000,201802
201901,853421,1,01,3676551,0,0033,200000,201802
202002,375403,1,16,8501792,0,0033,90000,201906
201808,714605,1,12,3414690,0,0033,20000,200501
201906,1170991,1,12,8567543,0,0033,200000,201205
201904,1799467,1,03,6076300,0,0033,1000000,201903
202001,71799,1,12,4582290,0,0033,10000,201503
201808,1458959,1,12,823651,0,0033,20000,200805
201905,1537007,1,12,3328950,0,0033,20000,201605
201810,1098203,1,12,9735163,0,0033,500000,201502
201905,421038,1,17,1238349,0,0033,10000,201805
201812,1537007,1,12,3328950,0,0033,30000,201605
201907,1309340,1,03,2664807,0,0033,300000,201206
202006,600435,1,01,684246,0,0033,4000,201408
201809,1928262,1,05,3854453,0,0033,10000,201611
201810,1863612,1,12,9429975,0,0033,2000,200501
202005,1171606,1,12,7064389,0,0033,500000,200501
201808,1098203,1,01,9188601,0,0033,80000,201502
201808,1127632,1,01,545825,0,0033,2000,201706
201904,555603,1,05,56139,0,0033,3000,201612
201901,913160,1,01,5972211,0,0033,3000000,201901
201811,1864748,1,03,1337428,0,0033,100,200907
201910,913160,1,12,4413961,0,0033,400000,200911
201903,263369,1,17,4941998,0,0033,10000,201310
202002,1304245,1,12,8001369,0,0033,10000,200607
202006,17540,1,01,1901309,0,0033,100000,200501
201903,553505,1,01,8931592,0,0033,7000,201711
201806,64909,1,12,9437206,0,0033,300000,201803
201902,1413331,1,17,5399722,0,0033,2000,201705
201811,375403,1,01,7798816,0,0033,200000,200708
202006,1680180,1,01,9748956,0,0033,100000,200501
201905,239579,1,05,8322238,0,0033,40000,201804
201810,1656889,1,01,9912759,0,0033,100,200501
202006,873656,1,05,7149496,0,0033,30000,201903
201809,1091876,1,01,1308497,0,0033,600,201010
201809,56995,1,12,1173044,0,0033,30000,200501
201911,1353713,1,03,3621309,0,0033,100,200509
201809,421038,1,21,4331924,0,0033,300000,201509
201811,885766,1,12,3249613,0,0033,100000,200501
201907,935254,1,01,544321,0,0033,30000,201601
201810,530176,1,01,4417521,0,0033,600000,201601
201903,1402412,1,17,9493312,0,0033,60000,201608
201906,1853588,1,12,2925781,0,0033,50000,201107
202005,819093,1,03,562411,0,0033,1000,200501
201911,1258104,1,12,1727484,0,0033,200000,201108
201910,662505,1,21,8034208,0,0033,6000,201011
201903,1166395,1,12,1883600,0,0033,60000,200908
201912,1708494,1,01,9493463,0,0033,3000,201703
201811,662505,1,21,8034208,0,0033,6000,201011
202004,263369,1,16,2881392,0,0033,70000,201705
201810,1391619,1,01,9049091,0,0033,30000,200711
201806,925844,1,12,5717076,0,0033,200000,201705
202004,1827433,1,16,9339240,0,0033,60000,202004
201905,880988,1,12,2281572,0,0033,200000,201101
201909,1711272,1,03,3503683,0,0033,100,200703
201811,1910201,1,12,70182,0,0033,100000,200501
201904,1011342,1,24,6549597,0,0033,6000,201703
202004,555263,1,12,7414108,0,0033,8000,201603
201809,402372,1,01,5225289,0,0033,4000,201207
202003,1881891,1,24,2834197,0,0033,3000,201603
201810,1404700,1,12,5244388,0,0033,3000,200706
201809,1287067,1,13,2671507,0,0033,200000,201803
202005,411627,1,01,6922626,0,0033,20000,201206
202004,920907,1,16,3838026,0,0033,70000,201803
201902,197429,1,01,4199710,0,0033,100,200501
201904,1958323,1,03,177354,0,0033,20000,201208
202004,1503378,1,12,4760666,0,0033,200000,201310
202003,279141,1,17,5869073,0,0033,60000,201712
202004,157214,1,01,5443050,0,0033,100000,200711
202002,564566,1,16,2912264,0,0033,200000,201911
201808,1876862,1,05,3927918,0,0033,400,201607
202005,1296345,1,01,5256618,0,0033,100000,201711
201809,971177,1,05,1183970,0,0033,2000,201603
201809,1841690,1,12,3132209,0,0033,40000,201608
201806,1551346,1,03,4678333,0,0033,5000,200501
201808,1874109,1,03,3336630,0,0033,100,200908
202005,637492,1,03,4561087,0,0033,8000,201208
201908,1239593,1,01,6920858,0,0033,2000000,201609
201811,1160259,1,12,5396711,0,0033,2000,201108
201903,1417273,1,01,9182401,0,0033,100000,201202
201911,1225466,1,16,5388921,0,0033,20000,201905
201806,1073680,1,12,9655822,0,0033,200000,201502
201905,72474,1,17,4492813,0,0033,6000,201303
201910,223290,1,12,3722534,0,0033,2000,201502
202001,1656889,1,01,9912759,0,0033,100,200501
201806,1769080,1,12,3632465,0,0033,1000000,200501
201902,555603,1,12,8788355,0,0033,500000,200605
201812,1391619,1,01,9049091,0,0033,30000,200711
201807,1299285,1,01,858613,0,0033,700000,201105
201912,1240432,1,16,7692838,0,0033,300000,201910
201909,651352,1,03,6202235,0,0033,100,200709
201812,1861198,1,03,3844313,0,0033,20000,200501
201901,624147,1,01,2419132,0,0033,5000,201305
201905,210349,1,01,1796844,0,0033,2000,201605
201906,1875471,1,12,448626,0,0033,20000,201903
202006,744187,1,12,2592450,0,0033,100000,201203
201906,587209,1,03,6690526,0,0033,7000,200501
201806,315458,1,01,3548342,0,0033,6000,201011
201811,888652,1,01,6921445,0,0033,100000,201511
